0,1,2,3,4
3257103624_e76f25ff9e.jpg#0,a white man in dark gear and a  in light gear wade through deep water .,3257103624_e76f25ff9e.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3259222690_69737f2a6e.jpg#0,a white man in a beige shirt is operating a video camera next to a girl in a black sweater .,3259222690_69737f2a6e.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3260214530_7179346407.jpg#0,a white woman and child sitting on a bench beside a wooden bear carving .,3260214530_7179346407.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3261493263_381a4c5cc7.jpg#3,dogs are pulling a white person on a sled in the snow .,3261493263_381a4c5cc7.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3269380710_9161b0bd00.jpg#0,a white man in a blue shirt smoking a cigarette .,3269380710_9161b0bd00.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3270083123_fcc1208053.jpg#3,white person in goggles and black swim cap swimming,3270083123_fcc1208053.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3283897411_af9d0b497d.jpg#0,a white child in pink holds an object that appears to be on fire .,3283897411_af9d0b497d.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3285298241_9b1ed98d19.jpg#2,a white man in blue uniform about to throw a basketball .,3285298241_9b1ed98d19.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3287904625_f68ca5cea7.jpg#1,a white man and wo embrace near a river in winter .,3287904625_f68ca5cea7.jpg,flickr8k/Flicker8k_Dataset,norm_mention
328916930_e4d4be1730.jpg#0,a white girl is comforting a small child who fell on the ice while skating,328916930_e4d4be1730.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3293753378_7a8ddb98b2.jpg#0,a fashionably dressed white woman holding a record in a frame at a used bookstore .,3293753378_7a8ddb98b2.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3326588088_172d1b2584.jpg#2,two white men in white suits play the guitar on a stage .,3326588088_172d1b2584.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3332467180_d72f9b067d.jpg#0,a white man in a white restaraunt shirt smokes next to a dumpster .,3332467180_d72f9b067d.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3342855466_44038a8aa3.jpg#2,a white boy on a bike does a stunt on a ramp filled with graffiti .,3342855466_44038a8aa3.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3343311201_eeb1a39def.jpg#1,a white woman standing on a lawn painting a picture .,3343311201_eeb1a39def.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3350671534_2a5d45a961.jpg#0,a white man in a grey winter hat and purple sweatshirt skateboarding .,3350671534_2a5d45a961.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3358558292_6ab14193ed.jpg#0,a group of 5 white people making different expressions .,3358558292_6ab14193ed.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3360823754_90967276ec.jpg#0,a white boy jumps high on his skateboard .,3360823754_90967276ec.jpg,flickr8k/Flicker8k_Dataset,norm_mention
3361882891_6e610ffdbb.jpg#2,a white man in blue jeans is jumping a bike over hills of dirt .,3361882891_6e610ffdbb.jpg,flickr8k/Flicker8k_Dataset,norm_mention
